"","Drone_1","Drone_2","Drone_3","Drone_4","Drone_5","Drone_6","Queen_1","Queen_2","Queen_3","Queen_4","queen_5","Queen_6","Worker_1","Worker_2","Worker_3","Worker_4","Worker_5","Worker_6"
"LOC113219252",4.689,6.343,7.344,4.439,5.081,7.137,7.144,8.599,8.445,8.125,8.881,5.315,7.362,6.947,9.33,7.697,10.126,8.105
"LOC100578483",6.413,6.909,4.111,4.177,5.152,4.762,11.399,9.644,10.587,6.881,10.526,8.136,8.562,8.214,11.07,8.786,9.149,6.928
"LOC727110",34.606,72.101,23.679,32.936,45.55,14.342,38.546,141.136,58.359,45.946,76.412,53.512,10.382,25.11,12.7,9.264,12.802,8.627
"LOC113219065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC410373",6.576,5.812,8.879,6.518,4.265,8.174,3.325,4.74,5.607,5.7,3.632,6.932,5.869,8.524,6.238,6.514,7.186,4.286
"LOC102653955",37.819,42.257,32.649,36.879,32.768,44.54,55.315,37.976,44.854,42.3,54.126,32.944,41.229,35.614,41.823,45.013,45.397,54.968
"LOC409912",27.936,22.997,23.234,26.302,23.104,30.782,30.29,25.091,23.037,26.32,25.479,24.726,24.805,24.913,25.984,30.698,30.628,30.431
"LOC102654108",66.498,56.664,54.162,39.811,54.974,55.012,132.933,65.156,97.247,89.639,121.909,58.354,93.015,69.68,128.25,93.498,98.484,120.05
"LOC100578265",0.232,0.211,0,0,0,0.224,0,0,0,0,0,0,0,0,0.414,0.205,0.211,0
"LOC411344",21.29,20.28,28.628,23.949,20.244,31.648,14.066,15.124,18.043,24.169,16.232,19.906,22.704,22.738,16.67,16.571,19.718,12.415
"LOC409748",89.844,108.632,101.183,87.359,85.226,78.961,45.464,63.531,52.064,58.744,54.386,68.503,51.258,78.747,54.555,55.48,46.994,55.134
"LOC411807",21.858,24.317,16.774,35.568,35.877,20.749,35.731,38.635,23.872,21.359,16.672,16.012,40.006,26.649,28.81,39.41,28.442,23.129
"LOC113219072",0.187,0.085,0.09,0,0.074,0,0,0.261,0.077,0.087,0.177,0.301,0,0.087,0,0,0.085,0.081
"LOC725761",83.451,77.108,78.936,74.387,67.084,80.349,51.06,60.635,66.584,75.848,76.202,66.603,82.472,62.813,80.719,83.864,80.181,88.835
"LOC409394",73.617,64.008,70.452,65.663,70.349,71.114,101.069,75.921,88.086,83.802,99.024,81.082,66.951,69.004,78.189,75.175,83.628,103.456
"LOC100577899",33.848,33.431,28.802,32.767,40.198,39.342,41.492,32.629,35.264,34.259,38.852,29.691,34.965,27.922,34.433,37.352,40.351,46.98
"LOC102655786",0,0,0,0.059,0,0.034,0,0,0,0,0,0,0,0,0.155,0,0.032,0
"LOC409310",37.069,40.074,36.412,41.137,38.634,36.264,44.367,42.668,42.022,37.107,36.861,44.689,36.452,44.095,34.043,34.171,37.861,44.456
"LOC413484",60.197,49.262,51.366,50.36,60.11,59.576,71.004,56.423,59.751,62.203,61.092,60.737,61.309,54.454,54.847,65.266,61.416,59.817
"LOC552526",31.019,30.773,24.892,23.083,29.919,25.694,65.887,51.537,56.213,41.913,56.52,49.311,38.057,37.437,50.233,40.464,41.884,56.018
"LOC550711",2744.052,2730.694,2871.645,2789.372,2756.449,2791.421,3157.741,2782.044,2653.635,2687.279,2666.636,2705.248,2877.851,2799.18,2516.895,2924.311,2875.869,2937.959
"LOC100578123",93.301,123.818,37.892,72.219,102.668,19.785,38.649,42.902,37.433,27.049,26.83,47.331,17.184,71.016,32.356,46.825,16.561,64.688
"LOC551421",95.037,87.465,93.18,88.646,87.173,89.451,108.173,94.742,100.629,95.991,111.616,107.428,95.157,89.145,97.487,108.471,99.15,114.004
"LOC724639",110.932,111.868,108.9,85.089,127.217,127.222,109.779,108.918,116.033,120.027,146.631,95.807,107.628,114.485,120.709,155.247,133.992,177.425
"LOC412366",101.612,111.348,100.188,96.735,104.761,101.385,126.623,130.273,126.974,134.207,147.117,116.422,110.834,105.308,102.199,117.406,115.164,128.654
"LOC102656717",0.12,0.022,0.023,0,0.132,0.069,0.044,0.022,0.02,0.022,0,0.051,0.022,0,0,0.021,0,0
"LOC102655933",2.024,1.382,0.876,0.43,1.2,1.274,0.651,1.13,0.663,2.833,2.684,0.543,2.451,1.218,1.175,2.057,2.12,1.574
"LOC408622",173.633,112.933,139.017,190.057,114.699,102.539,83.442,91.508,78.235,72.33,46.834,76.956,84.97,86.636,92.967,92.449,66.278,105.41
"LOC410003",158.725,164.293,163.572,162.592,154.745,166.467,135.073,168.323,141.383,176.846,152.809,145.225,166.473,140.715,145.631,159.176,141.049,113.351
"LOC725059",35.667,46.904,33.259,34.895,70.596,48.854,57.633,53.953,49.546,48.737,60.386,37.466,41.945,44.033,39.242,50.313,62.991,65.072
"LOC100578818",25.062,17.628,23.204,22.682,19.239,20.307,11.627,13.459,15.018,18.475,14.744,17.984,14.814,17.928,11.758,13.947,13.52,9.426
"LOC113219196",0.257,0.234,0.123,0.109,0.811,0.373,0,0,0.105,0.359,0,0.275,0.358,0.356,0.458,0.567,0.117,0.222
"LOC113219344",0.092,0.418,0.353,0.234,0.581,0.356,0.676,0.171,0.301,0.257,0.174,0.099,0.171,0.425,0.328,0,0.251,0.079
"LOC100578560",136.185,129.711,135.244,112.816,129.334,141.548,122.316,144.458,158.861,166.64,207.085,132.249,150.262,130.463,163.445,159.724,171,194.874
"LOC408277",45.743,136.939,166.512,141.189,129.913,606.526,130.442,111.011,152.32,285.913,189.128,151.117,103.698,279.639,99.633,91.965,54.553,29.348
"LOC552251",4.529,2.829,3.95,3.602,2.954,3.214,3.22,3.723,3.406,3.341,3.516,3.642,3.728,2.731,3.15,2.956,3.981,2.094
"LOC409369",10.284,11.01,8.699,10.76,8.276,9.684,13.394,10.185,9.587,9.061,12.624,10.209,8.071,10.844,13.432,9.426,8.758,11.603
"LOC113218888",0.353,0.964,0.453,1.1,0.279,1.254,0.973,0.766,0.867,1.427,0.557,0.378,0.877,0.98,0.84,0.728,2.25,1.017
"LOC113218802",1.627,2.25,2.144,1.741,2.286,2.335,1.33,2.747,1.924,2.362,3.139,1.486,2.695,2.176,1.991,2.184,2.525,2.031
"LOC726081",99.43,94.652,102.962,115.242,103.05,99.796,191.447,165.331,166.7,139.929,157.319,168.19,104.468,111.501,123.539,115.385,106.041,130.906
"LOC107965509",0,0,0.393,1.043,0,1.981,0,2.283,2.344,2.29,0.775,0.877,3.43,0.758,2.922,3.616,2.235,0.354
"LOC100578953",8.418,8.946,5.786,9.518,9.585,7.192,7.298,7.592,5.292,7.973,7.88,5.113,8.377,9.098,3.829,6.535,9.851,3.541
"LOC107966034",0,0.244,0.129,0,0.106,0.26,0.37,0,0,0,0,0,0,0,0.239,0.237,0,0.232
"LOC411358",4.843,27.995,22.621,20.9,24.6,78.33,39.295,16.517,29.513,57.591,44.551,34.45,23.342,46.764,32.121,21.063,11.901,15.479
"LOC409163",35.555,343.655,225.361,82.71,228.045,279.043,294.947,241.764,350.542,582.832,522.261,290.008,277.841,399.403,132.767,139.606,231.532,149.642
"LOC412678",101.568,107.369,87.724,105.473,101.282,84.805,168.687,183.788,160.82,149.071,175.798,154.264,87.593,116.685,94.125,112.965,86.926,113.866
"LOC408959",40.604,48.486,40.647,44.108,43.305,32.331,25.455,34.919,26.86,33.136,24.141,28.711,23.886,34.69,19.114,23.636,20.563,15.674
"LOC409091",152.859,224.231,152.204,128.978,158.49,146.191,94.421,110.298,122.162,107.42,96.429,153.502,72.234,142.896,75.265,65.547,65.275,73.488
"LOC113218951",0.099,0.45,0.19,0.168,0.156,0.383,0.273,0,0.243,0.092,0.187,0.212,0.184,0.183,0.177,0.175,0.541,0.085
"LOC100577283",15.912,12.101,11.743,15.333,11.932,12.926,10.456,7.991,8.757,15.072,8.212,8.023,20.608,13.608,10.347,13.658,16.68,7.238
"LOC102653654",0.82,1.368,1.445,1.625,0.756,1.853,1.256,0.89,1.901,2.04,1.035,1.758,2.927,2.277,1.586,3.261,1.742,1.063
"LOC726204",126.299,128.035,140.328,81.831,82.763,97.939,44.708,56.946,51.508,73.699,58.189,75.285,88.227,117.119,56.82,70.122,59.607,40.294
"LOC410891",11.252,9.956,10.77,12.59,9.872,12.281,15.591,14.471,14.249,11.262,14.057,13.706,12.424,12.082,14.975,14.755,12.147,13.217
"LOC102653990",1.192,0.543,0.86,0.253,0.471,0.866,1.37,0,0.976,0.278,0.564,1.278,0.833,0.828,0.532,0.527,0.271,0.515
"LOC100577211",1.687,1.536,1.123,1.433,1.333,1.76,0.477,0.121,0,0.484,1.229,0.417,1.934,0.481,0.463,1.606,0.355,0.336
"LOC102654906",0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.469,0
"LOC551818",14.338,13.493,16.222,13.206,14.852,13.771,14.955,18.044,18.05,16.3,19.739,16.793,17.844,15.954,21.408,18.531,22.054,21.555
"LOC113219142",1.205,1.79,1.098,0.916,1.102,0.86,0.117,0.295,0.208,0.355,0.36,0.068,0.768,0.294,0.226,0.448,0.462,0.274
"LOC410417",2.616,4.473,3.988,2.819,3.504,3.77,2.405,3.531,3.081,2.024,2.809,3.146,3.179,3.042,2.535,2.904,2.789,2.15
"LOC411727",32.821,32.608,30.769,30.136,32.451,30.066,27.54,28.711,31.416,31.633,33.012,29.463,34.532,31.555,37.288,32.617,32.853,40.408
"LOC552049",116.722,136.162,117.672,121.864,113.628,106.862,98.665,116.919,97.836,99.974,95.978,120.704,97.154,112.654,86.748,99.464,85.347,92.328
"LOC100576831",0.397,0.602,0.127,0.562,0.314,0.641,0.486,0.615,0.325,0.247,0.751,0.284,0.37,0.735,0,0.818,0.843,0.457
"LOC725241",14.69,18.085,18.522,14.679,16.922,13.31,5.074,8.236,5.836,8.287,5.227,8.167,14.726,18.1,8.47,11.714,11.99,6.062
"LOC100577472",10.832,9.065,12.234,11.044,5.536,8.438,5.085,6.388,6.528,6.666,4.671,9.291,4.422,7.426,7.572,4.848,6.254,5.179
"LOC102655307",0,0,0,0.755,0,0.43,0.408,0.413,0.364,0,0.841,0.476,0,0.411,0.397,0,0,0
"Gat-1B",4.099,2.596,6.17,4.997,4.412,7.768,4.751,4.807,5.446,4.378,5.288,6.178,10.623,7.481,10.077,9.714,10.387,9.652
"LOC725480",71.72,79.435,74.2,82.098,70.718,59.258,55.316,74.492,60.307,59.739,45.68,76.37,51.288,72.694,53.45,57.093,41.161,47.459
"LOC409268",38.868,44.437,41.742,36.473,36.798,38.483,20.453,29.613,25.904,35.01,26.061,34.954,32.838,38.712,26.712,31.445,30.301,25.607
"LOC727257",31.949,30.405,32.437,29.037,33.6,29.22,53.424,34.481,40.916,37.805,45.54,39.266,32.972,33.602,34.985,39.358,39.941,50.508
"LOC410910",18.348,19.966,18.584,20.386,18.872,17.403,17.068,15.552,15.864,17.067,16.449,17.75,19.516,19.1,18.756,15.833,15.225,14.168
"LOC551180",1979.507,2305.864,1994.382,1835.594,2031.189,1798.47,1039.379,1438.19,1188.659,1163.579,1135.165,1433.003,1622.829,1731.891,1560.714,1342.886,1403.68,1313.317
"LOC411167",31.046,30.596,32.371,33.233,33.807,36.053,60.514,38.401,55.202,39.503,50.581,41.696,35.136,32.456,44.509,35.162,40.078,49.19
"LOC410994",348.161,314.863,304.444,314.452,360.153,270.166,135.602,169.235,161.804,166.685,111.193,151.609,146.289,248.583,140.839,180.326,130.082,129.298
"LOC113219301",22.915,26.078,21.175,26.162,26.593,26.01,47.73,25.644,24.034,22.047,23.056,26.487,21.009,21.383,26.213,25.634,23.639,27.848
"LOC102656914",139.839,126.179,129.379,114.177,118.623,141.488,184.462,142.399,168.582,151.992,190.441,142.904,150.866,135.977,184.842,166.593,174.193,187.542
"LOC107965378",0.381,0.463,0.122,0.324,0.502,0.615,1.518,1.064,0.936,2.133,0.361,1.226,0.828,0.941,0.34,0.449,0.578,0
"LOC410195",83.59,81.48,77.326,80.207,79.257,78.236,104.917,68.625,74.823,74.85,74.424,84.553,71.424,79.754,77.064,79.987,82.657,98.309
"LOC725987",10.163,9.339,8.416,9.035,8.923,10.482,15.054,10.504,15.022,11.94,17.199,9.08,11.57,10.021,15.292,11.978,13.112,16.428
"LOC100576438",19.915,20.637,19.852,20.566,18.998,16.937,15.332,17.169,15.374,16.314,16.252,27.774,14.251,21.063,13.805,13.882,12.827,12.663
"Mir79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC102655840",5.6,5.977,6.871,5.906,7.324,2.993,3.728,4.85,4.11,3.964,1.829,3.727,3.237,4.112,3.621,5.291,4.22,3.505
"LOC409723",155.133,174.245,174.137,145.723,163.291,159.174,165.973,131.975,126.841,158.985,135.405,146.789,120.496,130.863,104.332,131.264,117.978,142.339
"LOC107965459",0,0.145,0.153,0.946,0.251,0.308,0,0,0.39,0.445,0,0.17,0.148,0.147,0,0.141,0.145,0
"LOC410179",55.23,47.854,52.783,42.799,38.505,48.46,31.221,32.35,29.814,35.83,28.531,38.241,43.16,41.069,30.563,33.522,31.796,27.633
"LOC410969",10.147,10.792,9.891,10.777,11.662,10.275,14.248,10.597,13.857,9.725,12.186,10.582,10.396,10.335,14.166,11.17,12.937,14.27
"LOC102654384",2.846,3.701,4.398,4.663,4.979,5.71,6.821,7.09,7.321,4.551,8.469,5.012,6.91,6.023,10.072,5.749,7.682,8.608
"LOC725705",370.893,338.28,352.507,327.571,358.562,401.49,459.141,355.83,366.842,469.66,475.759,396.927,304.519,324.924,281.501,375.498,350.789,405.125
"TRNAG-UCC_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC724543",1.188,1.217,1.286,0.757,1.291,0.432,0.683,0.967,0.486,0.693,0.985,1.115,0.692,1.513,0.663,0.656,1.217,1.412
"LOC551684",1655.409,1556.605,1665.324,1533.062,1386.281,1513.618,1567.001,2205.818,1897.135,1757.39,2164.018,1775.269,2022.997,1705.032,1898.86,1941.299,1707.002,1719.747
"LOC102655032",0.796,0.673,0.711,0.773,0.405,0.551,1.307,0.582,0.559,1.433,1.077,0.427,1.272,1.264,1.016,0.704,0.829,0.688
"LOC551891",46.642,53.189,39.505,40.797,50.65,41.528,51.127,48.223,47.726,46.026,51.643,46.928,52.075,58.191,57.285,52.378,58.647,65.165
"LOC113218923",5.545,5.048,5.403,6.219,5.316,6.874,4.758,7.839,6.475,6.897,3.5,6.658,10.949,7.119,6.139,7.972,5.521,3.131
"LOC411846",9.51,10.263,10.439,8.986,9.713,10.469,9.383,13.765,11.734,9.781,10.06,8.455,11.32,8.591,7.414,8.693,9.167,9.501
"LOC100578680",48.104,41.997,64.123,44.794,41.64,45.096,18.243,38.033,28.83,41.334,28.816,26.662,79.568,30.284,37.753,43.069,52.841,28.767
"LOC413223",29.146,27.863,29.57,26.745,26.576,28.598,25.028,28.792,27.891,29.667,28.346,33.217,32.685,32.061,29.405,30.399,25.693,25.617
"LOC100578921",59.011,48.641,58.001,60.577,64.866,73.566,82.834,64.933,64.916,67.908,84.086,58.078,63.979,60.156,62.16,79.801,72.894,81.565
"LOC411852",51.136,45.121,48.417,45.084,49.053,48.937,77.846,45.366,51.107,49.424,53.234,47.971,50.402,43.862,56.288,47.83,55.976,62.809
"LOC113218610",0.194,0.202,0.16,0.141,0.197,0.08,0.153,0.155,0.136,0.052,0.157,0.119,0.155,0.128,0.247,0.147,0.05,0.096
"LOC412513",23.451,22.192,24.329,22.099,21.786,27.12,31.818,22.673,25.421,19.161,22.746,27.276,22.637,25.465,28.361,23.617,25.368,32.98
"LOC100576590",3.097,4.173,2.978,4.632,4.797,3.48,13.326,5.531,6.491,4.623,5.279,3.719,7.385,5.85,11.393,5.585,3.949,6.103
"LOC725479",0.396,0.545,0.306,0.402,0.518,0.224,0.133,0.162,0.15,0.144,0.192,0.186,0.144,0.179,0.069,0.188,0.158,0.1
"LOC100576405",33.735,43.63,46.856,32.973,41.557,29.899,9.381,15.863,11.849,16.018,11.128,15.272,21.116,29.113,17.427,19.102,20.646,14.144
"LOC107965384",1.509,2.158,2.487,2.014,3.236,3.34,0.793,0.601,2.293,1.609,1.225,3.466,3.011,1.996,3.079,2.476,3.14,2.98
"LOC724622",35.236,41.271,40.176,45.682,35.057,31.62,25.891,37.007,32.894,31.108,29.027,37.812,25.333,35.27,30.303,23.894,23.196,22.817
"LOC412961",40.309,39.725,45.968,49.131,38.77,39.248,39.581,41.862,42.326,38.395,38.921,47.459,29.485,38.105,36.319,29.986,32.527,39.897
"LOC409581",121.525,136.989,116.624,124.648,129.58,113.704,166.324,133.548,143.272,138.159,147.825,142.781,136.178,135.725,137.024,130.225,137.021,149.849
"LOC102655131",0.93,0.794,1.397,1.234,1.286,0.957,0.588,1.027,0.761,1.681,0.881,1.433,0.92,1.561,1.142,0.771,1.376,0.904
"LOC725495",8.272,6.322,7.914,8.376,5.385,6.393,4.926,5.023,4.386,5.798,4.789,4.871,6.347,5.08,4.898,5.001,4.059,3.334
"LOC726315",0.722,0.73,0.386,0.954,0.38,0.388,2.138,1.492,3.151,1.347,2.126,1.634,0.672,0.817,2.434,1.347,2.264,3.535
"Mir9873",0,0,0,1.501,0,0,1.624,0,1.446,0,0,0,1.645,0,0,0,0,1.526
"LOC413768",5.549,5.479,5.172,5.114,6.408,6.367,2.982,3.573,4.228,2.668,2.951,2.746,6.878,5.217,8.117,6.753,6.336,4.537
"LOC102655047",2.812,2.469,2.318,4.352,4.761,4.378,2.308,3.924,3.864,3.28,1.236,2.261,3.461,3.069,4.753,2.663,2.378,1.91
"Mir3790",2.956,0,1.421,2.511,1.168,0,6.793,2.749,0,0,1.399,0,1.376,0,0,1.306,0,0
"LOC726612",21.183,18.849,18.435,20.034,19.767,21.26,39.654,27.906,28.717,28.437,38.848,25.382,23.926,23.164,29.524,27.957,27.756,30.4
"Mir13a",24.621,14.504,32.033,17.227,14.877,12.625,3.995,5.389,5.928,8.107,6.857,12.422,13.489,13.41,7.758,10.241,11.87,1.252
"LOC551586",64.685,73.271,57.196,68.52,68.369,84.949,91.754,66.888,67.255,75.868,85.439,63.046,63.848,55.071,59.253,70.391,73.288,80.586
"LOC552481",22.377,24.802,24.593,22.674,26.906,32.714,18.273,24.823,19.115,24.897,30.536,20.713,23.173,22.908,19.11,24.202,22.909,23.423
"LOC413833",3.04,0.071,0.225,0.397,0.37,0.604,0.072,0,0,0,0,0,0,0.072,0,0.069,0.142,0
"LOC113219229",0.772,0,0.186,0,0,0.187,0.178,0.359,0.158,0.721,0.183,0.828,0,0.358,0.517,0,0,0.334
"LOC113219041",4.394,3.575,2.248,1.907,3.029,2.083,1.805,2,1.531,3.053,2.922,2.907,3.222,3.203,2.337,2.645,3.406,3.07
"LOC102656639",3.9,2.995,2.802,4.232,4.493,3.869,1.21,2.054,1.769,1.534,1.29,0.806,4.289,2.176,1.762,3.281,2.439,0.365
"LOC725117",144.319,102.986,154.098,150.466,111.856,129.473,58.414,78.326,70.031,75.496,62.118,79.46,90.116,110.182,80.493,93.108,70.359,43.068
"LOC551910",22.591,13.002,37.019,23.662,16.875,30.936,42.195,41.06,43.894,42.274,40.081,41.967,115.969,77.299,115.338,87.731,174.805,130.941
"LOC413128",79.798,102.504,60.949,64.37,74.212,59.39,48.698,44.023,45.951,56.136,37.739,57.428,42.758,68.961,37.752,39.076,34.747,36.225
"LOC102654860",0.231,0.21,0.12,0.211,0.211,0.121,0.163,0.05,0.189,0.182,0.084,0.076,0.182,0.049,0.095,0.141,0.162,0.092
"TRNAY-GUA_4",0,0,1.908,0,3.135,1.922,1.824,0,0,1.851,0,0,1.848,0,0,0,1.807,0
"LOC102655709",2.709,7.055,3.392,5.941,7.765,27.58,6.66,2.93,4.899,19.572,9.187,11.347,1.408,18.491,2.025,2.172,0.115,1.361
"LOC113219137",2.308,1.576,3.607,4.902,1.14,1.956,2.918,0.805,3.779,2.692,1.639,1.856,1.881,1.603,2.576,3.06,1.314,1.247
"LOC550977",16.865,20.148,18.364,15.012,17.063,19.62,8.614,12.782,14.975,16.234,14.788,15.594,13.049,14.955,11.154,15.538,15.765,12.108
"CSP1",3.714,3.005,3.174,1.753,3.586,2.798,4.173,3.838,3.04,3.08,3.517,1.769,2.306,2.292,2.21,3.647,5.636,3.566
"LOC551969",46.592,50.604,48.907,48.395,44.695,45.7,44.645,47.733,44.747,43.836,43.934,51.077,44.557,45.267,46.051,45.764,42.369,51.551
"LOC102656308",7.053,5.394,6.15,7.751,6.391,5.465,7.263,6.823,5.158,3.159,6.501,4.739,10.073,5.486,9.236,7.814,5.053,5.445
"LOC551179",121.12,98.697,94.412,132.798,100.687,78.52,105.202,105.37,89.993,97.84,85.638,97.673,52.622,40.186,47.199,55.852,39,54.526
"LOC412432",24.154,23.373,23.821,21.449,25.497,21.695,35.425,33.193,37.486,29.264,40.443,37.19,25.282,27.857,36.182,27.263,32.583,36.13
"LOC408528",32.482,25.018,29.947,31.787,23.259,26.792,14.265,17.838,16.737,18.061,12.702,16.79,20.833,19.939,19.032,20.892,17.959,15.414
"LOC410684",1.232,1.237,1.489,1.504,1.398,1.653,0.523,1.176,0.931,1.15,0.898,1.118,1.442,1.434,0.987,1.061,1.237,1.01
"LOC412864",40.509,37.757,39.264,37.869,37.328,36.131,40.977,37.382,46.372,34.603,47.166,42.514,39.722,37.805,41.225,46.197,45.455,48.772
"LOC410096",65.114,67.483,84.017,71.33,71.824,94.774,54.668,76.338,60.435,71.405,63.891,56.744,106.489,78.007,74.43,83.415,101.167,65.075
"Ecr",77.042,71.705,105.519,83.436,81.64,127.706,40.459,56.799,45.483,73.561,41.398,42.531,67.799,80.471,41.629,52.635,55.024,20.928
"LOC102654393",0.517,0,0,0.439,0,0,0.476,0,0.847,0,0,0,0,0,0,0,0,0
"LOC725697",2.281,1.89,1.947,2.483,1.924,1.688,0.801,1.335,1.301,1.602,0.947,1.512,1.767,2.35,1.373,1.699,1.447,1.063
"TRNAE-UUC_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100576140",16.628,17.459,19.215,16.521,19.92,20.133,19.479,18.461,22.174,19.642,22.731,20.703,17.736,21.605,24.424,23.232,24.668,31.754
"LOC412104",19.216,21.679,17.645,19.821,21.125,17.803,20.119,23.045,25.332,18.977,23.066,21.567,21.52,24.755,26.223,23.546,23.556,26.299
"LOC725628",30.524,19.302,24.44,24.632,29.265,28.452,32.055,33.381,36.069,31.337,35.92,29.028,35.21,30.628,38.541,39.171,36.635,42.383
"LOC409182",40.359,32.174,48.154,36.158,37.099,35.56,23.328,24.485,24.533,21.017,21.971,25.651,33.357,26.038,27.427,27.24,27.474,21.886
"LOC102655718",1.205,0.48,0.724,1.152,1.071,2.48,0.554,0.701,1.418,1.054,0.143,0.565,2.385,0.558,1.076,1.331,0.823,0.911
"LOC100576555",10.886,7.986,11.925,13.2,8.295,14.059,29.992,21.824,24.599,37.437,17.381,20.245,5.578,2.12,5.379,4.671,3.112,4.141
"LOC725250",4.63,3.513,2.226,2.513,3.151,3.488,2.956,3.111,2.316,2.28,1.583,3.172,1.917,1.548,1.034,1.364,2.343,0.778
"Ip3k",44.77,49.438,59.595,32.166,42.425,49.947,39.1,39.842,38.98,54.842,52.644,52.314,47.323,51.369,32.954,37.088,39.11,33.703
"LOC552719",0,0,0,0,0,0,0,0,0,0.168,0.342,0,0,0.167,0,0,0,0
"LOC411408",16.092,16.321,13.167,10.434,14.165,13.809,12.718,12.736,12.364,12.511,11.763,13.772,17.486,17.645,17.014,15.97,16.068,19.519
"LOC726449",18.372,15.125,14.097,13.285,16.061,20.256,24.079,18.362,19.039,16.411,23.876,18.649,15.474,14.84,22.685,18.312,20.824,20.945
"LOC408597",37.053,36.008,28.893,40.926,33.987,34.017,31.177,34.765,28.023,32.39,26.545,33.421,36.012,30.579,25.315,38.161,26.994,24.016
"LOC102655177",0.056,0.051,0.054,0,0.134,0.109,0.104,0.157,0.092,0,0,0.121,0,0.104,0,0,0,0.049
"LOC552653",11.293,12.296,12.328,9.076,13.023,13.082,16.696,13.628,14.741,11.533,15.969,11.535,13.504,14.555,19.893,13.826,19.109,19.388
"LOC551373",79.391,86.006,66.784,73.586,75.656,60.897,134.626,131.879,110.678,100.255,116.795,152.865,55.422,86.43,66.3,78.252,62.511,75.68
"LOC726886",30.478,21.541,22.423,29.4,21.366,23.361,15.854,15.4,11.255,18.547,10.85,12.346,22.091,17.823,12.174,23.445,18.051,8.664
"LOC100577848",0.192,0.525,0.694,0.368,0.76,0.885,0.177,0.268,0.866,0.673,0.182,0.206,1.209,0.267,0.472,0.383,0.92,0.249
"LOC100578886",0.227,0,0,0,0,0,0,0,0,0,0.215,0,0.211,0,0,0.2,0,0
"LOC406144",1.204,0,0.772,0,0.317,0,0,0,0,0,0,0,1.121,0,0,0,0,0.347
"LOC413197",122.172,92.599,106.007,104.871,84.695,107.245,59.651,66.129,73.42,71.443,43.832,68.299,105.964,74.738,63.511,91.477,79.679,55.23
"LOC408543",23.207,19.353,26.669,25.343,23.016,24.624,10.07,16.459,14.977,18.26,11.763,16.57,21.862,22.179,16.851,19.427,18.59,9.196
"LOC113218874",0.534,0.541,0.3,0.53,0.469,0.36,0.136,0.193,0.17,0.429,0.141,0.255,0.373,0.385,0.146,0.354,0.243,0.115
"LOC113218816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC412787",54.092,53.234,51.947,53.959,55.141,49.777,65.636,62.264,58.501,53.803,60.693,60.419,56.16,51.302,60.417,49.294,50.056,59.806
"LOC411711",23.986,24.979,24.265,28.502,27.623,26.131,27.632,27.492,24.126,23.774,22.91,26.116,23.424,23.287,26.388,24.03,20.063,18.753
"LOC100578151",0.971,0.442,0.934,0.962,0.703,0.862,0.223,0.376,0.795,0.679,0.766,0.087,0.904,0.225,0.433,0.501,0.737,0.839
"LOC102656579",13.609,9.432,13.283,9.319,13.642,14.953,34.548,16.06,23.778,17.814,19.62,17.857,19.487,15.987,22.125,21.545,22.197,27.385
"LOC724959",35.665,34.464,33.482,34.06,35.821,30.933,57.88,47.155,51.298,45.172,54.647,47.264,38.066,37.532,44.145,38.156,40.654,45.51
"LOC413248",8.477,9.148,12.128,8.773,8.925,10.873,5.649,7.348,6.523,9.18,8.378,10.03,7.358,8.17,6.476,6.023,6.689,6.148
"LOC100577441",1.319,1.484,0.299,0.791,1.288,0.526,0.999,0.722,0.381,0.941,0.367,1.248,0,1.294,0.346,0.206,0.283,0.268
"LOC550798",340.23,409.621,345.123,373.228,385.396,362.564,278.632,338.074,333.465,312.811,310.266,383.322,297.353,412.847,336.945,328.338,316.924,403.202
"LOC726673",105.559,98.556,87.391,83.338,89.31,89.368,203.68,116.208,159.165,133.661,166.025,116.618,113.046,95.326,133.34,116.415,130.305,138.453
"LOC102654135",0.269,0.163,0.086,0.076,0.142,0,0.494,0.167,0.293,0,0,0,0.167,0.083,0.16,0.158,0,0.155
"LOC726591",14.449,17.515,14.496,20.06,19.61,18.432,21.937,19.56,20.793,17.677,18.928,14.956,21.254,16.695,17.994,19.286,20.856,21.844
"LOC411050",0.211,0.112,0.22,0.209,0.111,0.255,0.081,0.033,0.144,0.131,0.233,0.151,0.229,0.195,0.141,0.295,0.384,0.061
"LOC113219171",0,0,0,0,0,0,5.595,2.264,0.996,2.271,1.152,1.305,2.267,0,4.346,4.303,1.108,0
"LOC552624",35.195,39.823,37.576,40.985,37.36,32.347,43.47,54.597,54.215,43.327,51.217,46.112,33.985,43.728,53.71,38.463,37.784,47.325
"LOC727202",45.167,32.631,35.235,47.885,33.899,34.715,20.579,26.769,22.359,23.618,23.594,22.855,30.032,21.713,26.765,26.85,19.534,18.769
